name,salary,published_at,area_name
Дизайнер-проектировщик,14869.0,2003-12-11 12:22:01+03:00,Москва
Специалист сопровождения программных продуктов,14869.0,2003-12-11 12:22:55+03:00,Москва
Тестировщик ПО,14869.0,2003-12-11 12:23:59+03:00,Москва
Программист - аналитик,17843.0,2003-12-11 12:32:58+03:00,Москва
Специалист по продукту (САПР в строительстве),,2003-12-11 13:33:17+03:00,Москва
Control Engineer,41634.0,2003-12-11 13:55:06+03:00,Москва
Системный аналитик (OEBS),74346.0,2003-12-11 14:21:14+03:00,Москва
Oracle программист,35686.0,2003-12-11 14:34:04+03:00,Москва
Системный аналитик,41634.0,2003-12-11 14:36:45+03:00,Москва
Специалист по Oracle E Business Suite (логистика),89216.0,2003-12-11 14:40:20+03:00,Москва
ASP программист,29738.0,2003-12-11 14:40:47+03:00,Москва
Java программист,35686.0,2003-12-11 14:47:21+03:00,Москва
Специалист по развертыванию системы Oracle E-Business Suite,50555.0,2003-12-11 14:53:50+03:00,Москва
Senior sales manager (интеграционные решения),446080.0,2003-12-11 16:03:50+03:00,Москва
Менеджер по продажам (soft),89216.0,2003-12-11 16:37:22+03:00,Москва
Специалист службы поддержки пользователей,17843.0,2003-12-11 20:05:45+03:00,Москва
Главный специалист отдела разработки информационных систем,44608.0,2003-12-11 20:06:46+03:00,Москва
Специалист отдела расчетов с клиентами,,2003-12-11 20:29:37+03:00,Москва
Специалист отдела расчетов с операторами и партнерами,,2003-12-11 20:38:41+03:00,Москва
Специалист по технической  поддержке,20817.0,2003-12-14 18:49:51+03:00,Москва
Программист,29738.0,2003-12-14 21:13:29+03:00,Москва
"Специалист по сопровождению системы ""Галактика""",23790.0,2003-12-15 10:06:04+03:00,Москва
"Специалист по сопровождению системы ""Галактика""",23790.0,2003-12-15 10:07:42+03:00,Москва
Web-программист,,2003-12-15 14:51:05+03:00,Москва
"АУДИТОР-методолог в известную компанию по разработке программного обеспечения финансового профиля (Москва, Код: IA-AUDМ)",,2003-12-15 15:55:36+03:00,Москва
Project Coordinator,,2003-12-15 16:58:39+03:00,Москва
Инженер по тестированию,,2003-12-15 18:59:06+03:00,Нижний Новгород
Менеджер по маркетингу,29738.0,2003-12-16 09:38:02+03:00,Москва
Developer (scripting language),32712.0,2003-12-16 09:40:32+03:00,Москва
Project manager (off-shore projects),44608.0,2003-12-16 09:41:36+03:00,Москва
Software Developer,35686.0,2003-12-16 10:29:04+03:00,Москва
Торговый представитель,17843.0,2003-12-16 12:10:43+03:00,Москва
Монтажники компьютерных локальных и слаботочных сетей,11895.0,2003-12-29 00:00:00+03:00,Москва
"ТЕХНИЧЕСКИЙ ДИРЕКТОР в крупный Холдинг (установка электронного оборудования) (Москва, Код: TS-TD)",,2003-12-16 13:33:38+03:00,Москва
Системный администратор,,2003-12-16 14:18:46+03:00,Москва
Field Sales Engineer,,2003-12-16 16:30:48+03:00,Москва
Developer (scripting language),32712.0,2003-12-16 16:49:47+03:00,Москва
Project manager (off-shore projects),44608.0,2003-12-16 16:50:21+03:00,Москва
Программист-аналитик Axapta,38660.0,2003-12-18 00:00:00+03:00,Москва
Менеджер по маркетингу,29738.0,2003-12-16 16:52:05+03:00,Москва
SW engineer Sr,,2003-12-16 17:00:59+03:00,Нижний Новгород
Mobile Development Manager,,2003-12-16 17:04:49+03:00,Москва
Technical Mkt Engineer Sr,,2003-12-16 17:20:34+03:00,Москва
Специалист по обеспечению информационной безопасности,,2003-12-16 17:46:45+03:00,Москва
Администратор баз данных MS SQL.,,2003-12-16 17:49:52+03:00,Москва
Менеджер по продажам ПО,47581.0,2003-12-16 18:14:17+03:00,Москва
Менеджер по продажам (телекоммуникации),47581.0,2003-12-16 18:17:50+03:00,Москва
Менеджер по продажам (бизнес-серверы),47581.0,2003-12-16 18:23:48+03:00,Москва
C++/Java/Database Developer,38660.0,2003-12-16 18:38:28+03:00,Москва
IT Technician,,2003-12-16 19:56:58+03:00,Москва
Специалист по банкоматам и валютно-обменным машинам,44608.0,2003-12-17 11:59:29+03:00,Москва
Инженер - электронщик,17843.0,2003-12-17 12:42:43+03:00,Москва
Инженер - электронщик,17843.0,2003-12-17 12:42:45+03:00,Москва
Старший аналитик,,2003-12-17 12:49:02+03:00,Москва
ПРОГРАММИСТ С#,,2003-12-17 14:07:39+03:00,Москва
Product Manager / Менеджер по продукту,74346.0,2003-12-17 14:54:25+03:00,Москва
Специалист по внедрению и техническому сопровождению ПО,26764.0,2003-12-17 15:12:47+03:00,Москва
Сервисный инженер .код Л-Инж PC\MAC,23790.0,2003-12-17 00:00:00+03:00,Москва
Системный аналитик,35686.0,2003-12-17 19:03:20+03:00,Москва
Программист 1C,,2003-12-17 20:18:31+03:00,Москва
Программист 1С,26764.0,2003-12-18 12:07:33+03:00,Москва
Руководитель проектов/Консультант в области Data Mining,,2003-12-18 14:42:13+03:00,Москва
Программист разработчик,356864.0,2003-12-18 15:13:54+03:00,Москва
Project Contract Administr,,2003-12-18 19:15:42+03:00,Нижний Новгород
Install Engineer,,2003-12-18 19:29:20+03:00,Нижний Новгород
EMEA Emerging Mkts Controller,,2003-12-18 19:34:00+03:00,Москва
CAD Engineer,,2003-12-18 19:44:50+03:00,Москва
SW engineer,,2003-12-18 19:51:32+03:00,Нижний Новгород
Начальник отдела маркетинга,35686.0,2003-12-19 11:19:05+03:00,Москва
Developer,23790.0,2003-12-19 12:43:47+03:00,Санкт-Петербург
Тестировщик,20817.0,2003-12-19 13:49:33+03:00,Москва
Java программист,35686.0,2003-12-19 13:52:50+03:00,Москва
ASP программист,29738.0,2003-12-19 13:54:40+03:00,Москва
Веб-мастер,16356.0,2003-12-19 14:08:23+03:00,Москва
Специалисты по внедрению и поддержке SAP R/3.,44608.0,2003-12-19 15:15:33+03:00,Москва
Системный администратор,23790.0,2003-12-19 15:22:29+03:00,Москва
ПРОГРАММИСТ,23790.0,2003-12-19 18:22:44+03:00,Москва
МЕНЕДЖЕР ПО ЗАКУПКАМ / АССИСТЕНТ ПРОДАКТ-МЕНЕДЖЕРА,,2003-12-19 19:17:46+03:00,Москва
МЕНЕДЖЕР ПО ПРОДУКЦИИ D-LINK,,2003-12-19 19:21:41+03:00,Москва
Regional Brand Manager,,2003-12-22 10:58:51+03:00,Москва
Региональный Бренд Менеджер,,2003-12-22 11:02:14+03:00,Москва
Technical Specialist,,2003-12-22 11:02:31+03:00,Москва
"Руководитель отдела ИТ. Код вакансии: ""Л-АД""",29738.0,2003-12-22 11:04:05+03:00,Москва
"Консультант (в крупную IT-компанию). Код вакансии: ""НВ-Конс""",89216.0,2003-12-22 12:04:33+03:00,Москва
"Консультант по стратегическому управлению предприятием. Код вакансии: ""НВ-страт""",29738.0,2003-12-22 12:21:53+03:00,Москва
Старший менеджер отдела разработки продуктов и услуг,,2003-12-22 16:10:02+03:00,Москва
Старший менеджер отдела разработки продуктов и услуг,,2003-12-22 16:10:22+03:00,Москва
Оператор службы поддержки пользователей,19330.0,2003-12-22 16:34:35+03:00,Москва
Старший специалист в отдел по работе с корпоративными клиентами,,2003-12-23 10:37:52+03:00,Москва
