name,salary,published_at,area_name
Вебмастер,13776.0,2003-10-15 11:25:15+04:00,Санкт-Петербург
"Консультант в отдел: ""Стратегический и Бизнес консалтинг""",,2003-12-01 00:00:00+03:00,Москва
Менеджер по продукту ПК (SMB),76535.0,2003-10-15 11:55:12+04:00,Москва
"Менеджер по работе с корпоративными клиентами  Navision, Axapta",,2003-11-17 00:00:00+03:00,Москва
Технический консультант по продажам СКС,,2003-10-15 12:37:27+04:00,Москва
Сервис-инженер.,10714.0,2003-10-15 13:43:34+04:00,Санкт-Петербург
Менеджер по работе с корпоративными заказчиками.,30614.0,2003-10-15 13:55:06+04:00,Санкт-Петербург
Менеджер проектов.,18368.0,2003-10-15 14:18:53+04:00,Санкт-Петербург
Инженер по RISC-системам.,16837.0,2003-10-15 14:24:25+04:00,Санкт-Петербург
Начальник отдела продвижения серверов.,27552.0,2003-10-15 14:49:56+04:00,Санкт-Петербург
Senior Software Developer,,2003-11-10 00:00:00+03:00,Москва
Scoring System Implementation Manager,,2003-11-13 00:00:00+03:00,Москва
Card System Implementation Manager,,2003-11-13 00:00:00+03:00,Москва
Senior CAD Engineer   (Job# 253955),,2003-12-30 00:00:00+03:00,Москва
Validation Engineer   (Job# 206051),,2003-12-30 00:00:00+03:00,Нижний Новгород
Program Manager/Segment Manager   (Job# 259007),,2003-12-30 00:00:00+03:00,Москва
Telecommunication officer,,2003-10-15 15:32:06+04:00,Москва
Oracle Support Manager,,2003-10-15 15:34:48+04:00,Москва
Software Engineer   (Job# 259576),,2003-12-30 00:00:00+03:00,Нижний Новгород
Technical Migration Project Manager,,2003-11-13 00:00:00+03:00,Москва
Senior Software Engineer   (Job# 259847),,2003-11-10 00:00:00+03:00,Нижний Новгород
Инженер контроля,18368.0,2003-10-15 15:46:56+04:00,Москва
Инженер контроля,18368.0,2003-10-15 15:50:06+04:00,Москва
Разработчик программного обеспечения (Java),30614.0,2003-10-15 15:58:46+04:00,Москва
Marketing Research Specialist,,2003-10-15 16:05:40+04:00,Москва
Программист,45921.0,2003-10-15 16:12:18+04:00,Москва
Программист,45921.0,2003-10-15 16:12:27+04:00,Москва
Специалист по документированию,24491.0,2003-10-15 16:30:58+04:00,Москва
Аналитик-консультант,36737.0,2003-10-15 16:34:26+04:00,Москва
Дизайнер,50906.0,2003-11-12 00:00:00+03:00,Москва
Руководитель IT отдела,,2003-10-31 00:00:00+03:00,Москва
Менеджер по работе с клиентами (Продажа ERP-решений),74862.0,2003-11-12 00:00:00+03:00,Москва
Менеджер проектов - строительство объектов связи,,2003-10-15 17:03:46+04:00,Москва
Главный   специалист  службы развития первичной сети,,2003-10-15 17:04:30+04:00,Москва
Менеджер проектов,,2003-10-15 17:06:01+04:00,Москва
Главный специалист  службы развития новых технологий,,2003-10-15 17:07:07+04:00,Москва
"Sales manager, Telco Sector",153071.0,2003-10-15 17:19:47+04:00,Москва
Telecom Specialist,61228.0,2003-10-15 17:30:46+04:00,Москва
IT Менеджер-Системный администратор,59890.0,2003-11-12 00:00:00+03:00,Москва
СЕРВИСНЫЙ ИНЖЕНЕР.,13776.0,2003-10-15 18:13:04+04:00,Москва
Менеджер проектов,,2003-12-09 00:00:00+03:00,Москва
МЕНЕДЖЕР ПО РАБОТЕ С КОРПОРАТИВНЫМИ ЗАКАЗЧИКАМИ.,,2003-10-15 18:23:12+04:00,Москва
Руководитель службы HelpDesk,,2003-11-20 00:00:00+03:00,Москва
Руководитель подразделения по разработке и дизайну интегральных микросхем,122456.0,2003-10-15 19:41:03+04:00,Москва
Системный аналитик,,2003-12-09 00:00:00+03:00,Москва
Teхнический специалист по продуктам/технологиям SUN Microsystems,,2003-12-09 00:00:00+03:00,Москва
Менеджера по продажам (Теле-сейлз),14972.0,2003-11-10 00:00:00+03:00,Санкт-Петербург
Инженер по сопровождению специализированного ПО,,2003-10-16 11:39:43+04:00,Москва
Marketing Director,,2003-12-22 00:00:00+03:00,Москва
Инженер в группу проектирования подсистемы базовых станций,,2003-10-16 14:42:28+04:00,Москва
Консультант по внедрению SAP/R3 (HR),59890.0,2003-11-10 00:00:00+03:00,Москва
Демонстратор программного обеспечения,18368.0,2003-10-16 15:27:39+04:00,Москва
Заместитель руководитель департамента АСУТП,74862.0,2003-11-10 00:00:00+03:00,Москва
Инженер в службу качества и системного анализа сетей,,2003-10-16 16:15:50+04:00,Москва
Project Leader,,2003-10-20 00:00:00+04:00,Москва
Специалист внедрения бизнес-процессов,59890.0,2003-11-11 00:00:00+03:00,Москва
Системный администратор,,2003-10-16 16:31:21+04:00,Москва
Менеджер проекта в отдел электронной коммерции,,2003-11-17 00:00:00+03:00,Москва
Системный администратор,,2003-10-16 17:33:29+04:00,Москва
Business Warehouse Specialist,76535.0,2003-10-16 17:35:04+04:00,Москва
System Implementation Analyst,76535.0,2003-10-16 17:40:42+04:00,Волгоград
"System Implementation Analyst, Moscow",61228.0,2003-10-16 18:18:02+04:00,Москва
Integration Analyst,61228.0,2003-10-16 18:22:29+04:00,Москва
Копирайтер/технический писатель,,2003-10-16 18:54:57+04:00,Москва
Руководитель проекта,45921.0,2003-10-16 19:24:30+04:00,Москва
Software Architect,,2003-10-17 09:45:11+04:00,Москва
"Консультант  в  группу ""Бюджетирование, финансы и бухгалтерский учет""",,2003-12-01 00:00:00+03:00,Москва
Главный специалист по RISC-системам,,2003-12-05 00:00:00+03:00,Москва
Сборщик компьютеров,9184.0,2003-10-17 15:03:44+04:00,Москва
Help Desk Specialist,30614.0,2003-10-17 16:08:55+04:00,Москва
Системный администратор,21429.0,2003-10-17 16:23:05+04:00,Москва
Системный администратор,21429.0,2003-10-17 16:23:05+04:00,Москва
Системный администратор,21429.0,2003-10-17 16:23:05+04:00,Москва
PR- менеджер,21429.0,2003-10-30 00:00:00+03:00,Москва
Сотрудник отдела продаж,,2003-10-17 17:00:01+04:00,Москва
Консультант по внедрению ERP-системы,36737.0,2003-10-17 17:09:40+04:00,Москва
Координатор информационной системы,,2003-10-17 17:52:11+04:00,Москва
Менеджер по работе с клиентами в нефтегазовый сектор,,2003-12-01 00:00:00+03:00,Москва
Программист,21429.0,2003-10-17 18:40:29+04:00,Москва
"Менеджер программ в сектор Banking, Insurance, Retail, FMCG",,2003-12-01 00:00:00+03:00,Москва
Менеджер отдела контроля качества ИТ,,2003-10-17 19:20:45+04:00,Москва
"Менеджер по продажам. Код вакансии: ""М-БПР""",119780.0,2003-11-12 00:00:00+03:00,Москва
"Программист С\С++. Код вакансии: ""Ж-Пр2""",,2003-10-18 11:19:22+04:00,Москва
"Программист Баз Данных. Код вакансии: ""Ж-ПрБД""",,2003-10-18 11:22:05+04:00,Москва
"Инженер службы сопровождения. Код вакансии: ""НВ-ИСС""",32939.0,2003-11-12 00:00:00+03:00,Москва
"Project Manager for Russia and CIS, CGISS",,2003-10-18 18:42:55+04:00,Москва
"Field Test Engineer, Russia & CIS",,2003-11-12 00:00:00+03:00,Москва
System Application Engineer,,2003-12-09 00:00:00+03:00,Москва
Управляющий IT,107149.0,2003-10-19 18:48:37+04:00,Москва
Управляющий IT,107149.0,2003-10-19 18:48:42+04:00,Москва
Системный администратор,45921.0,2003-10-19 18:50:59+04:00,Москва
IT-8 Системный Администратор,15307.0,2003-10-20 11:03:43+04:00,Москва
"Project manager (ERP, SCM)",61007.0,2003-09-05 00:00:00+04:00,Москва
МЕНЕДЖЕР ПО РАБОТЕ С КОРПОРАТИВНЫМИ КЛИЕНТАМИ.,18302.0,2003-09-19 14:47:14+04:00,Москва
Инженер - электронщик,17843.0,2003-12-17 12:42:45+03:00,Москва
Test,,2003-09-30 16:51:52+04:00,Москва
ВЕБ-ПРОГРАММИСТ,21352.0,2003-09-15 00:00:00+04:00,Москва
ВЕБ-ПРОГРАММИСТ,21352.0,2003-09-15 00:00:00+04:00,Москва
Account Management Group Leader,,2003-09-05 21:31:08+04:00,Москва
Project Manager for ERP/CRM Implementation projects,,2003-09-13 07:31:19+04:00,Москва
Head of Service Department,,2003-09-15 21:31:31+04:00,Москва
Financial Sector Sales Manager (Corporate),119780.0,2003-11-21 07:30:49+03:00,Москва
Consultant SAP R/3 - APO/BW,,2003-11-28 21:31:52+03:00,Москва
Oracle Applications Team Leader,,2003-11-28 21:31:59+03:00,Москва
Специалист отдела биллинга голосовых услуг,25277.0,2003-12-11 19:54:38+03:00,Москва
Cпециалист отдела биллинга IP-услуг,20817.0,2003-12-11 20:04:27+03:00,Москва
Главный специалист Отдела поддержки бизнес - процессов,,2003-12-22 16:33:17+03:00,Москва
Главный специалист Отдела поддержки бизнес - процессов,,2003-12-23 12:05:52+03:00,Москва
"Executive Indirect Sales for Russia and Armenia, CGISS",,2003-12-25 21:35:30+03:00,Москва
Системный администратор,,2003-09-29 15:54:00+04:00,Москва
Системный администратор,,2003-09-29 15:54:00+04:00,Москва
СИСТЕМНЫЙ АДМИНСТРАТОР,,2003-10-23 14:11:00+04:00,Москва
СИСТЕМНЫЙ АДМИНСТРАТОР,,2003-10-23 14:11:00+04:00,Москва
ДИРЕКТОР IT- ДЕПАРТАМЕНТА,,2003-10-24 11:33:53+04:00,Москва
ДИРЕКТОР IT- ДЕПАРТАМЕНТА,,2003-10-24 11:33:53+04:00,Москва
ДИРЕКТОР IT- ДЕПАРТАМЕНТА,,2003-09-23 13:46:19+04:00,Москва
ДИРЕКТОР IT- ДЕПАРТАМЕНТА,,2003-09-23 13:46:19+04:00,Москва
Java Developer / Программист Java,44917.0,2003-11-17 00:00:00+03:00,Москва
Копирайтер в Службу маркетинга.,30614.0,2003-10-20 15:12:19+04:00,Москва
Глава предствительства - sales-manager (Russia region),122456.0,2003-10-20 15:18:25+04:00,Москва
Менеджер по продажам телекоммуникационного оборудования,39798.0,2003-10-20 16:38:02+04:00,Москва
Отраслевой консультант в государственный сектор,,2003-11-17 00:00:00+03:00,Москва
Архитектор бизнес-решений в государственный сектор,,2003-12-01 00:00:00+03:00,Москва
Account  Manager  в Manufacturing сектор,,2003-10-20 18:06:11+04:00,Москва
Менеджер по работе с клиентами в государственный сектор,,2003-11-17 00:00:00+03:00,Москва
Менеджер по продажам,107149.0,2003-10-20 18:19:32+04:00,Москва
Системный администратор,24491.0,2003-10-20 19:16:03+04:00,Москва
"Менеджер по продажам телекоммуникационных услуг (Москва, Код: AN-TK)",,2003-10-21 10:29:17+04:00,Москва
"Программист ORACLE, MS-SQL в крупную компьютерную компанию.",,2003-10-21 11:16:24+04:00,Москва
Администратор БД/Разработчик T-SQL в крупную компьютерную компанию.,,2003-10-21 11:23:06+04:00,Москва
Бизнес-консультант по внедрению Navision Financial  в крупную компанию.,,2003-10-21 11:32:47+04:00,Москва
Программист PL/SQL. Код вакансии НВ-прог,44917.0,2003-11-12 00:00:00+03:00,Москва
КОНСУЛЬТАНТ в крупную IT-компанию. Код вакансии НВ-Конс,89835.0,2003-11-12 00:00:00+03:00,Москва
Quality Manager (Western IT company),,2003-12-15 00:00:00+03:00,Москва
Специалист по управлению конфигурациями / тестировщик,24491.0,2003-10-21 13:31:34+04:00,Москва
Программист 1С в ИТ-отдел,,2003-11-19 00:00:00+03:00,Москва
Программист 1С в ИТ-отдел,,2003-10-21 14:03:26+04:00,Москва
Главный инженер проекта,35934.0,2003-11-19 00:00:00+03:00,Москва
Системный администратор,29945.0,2003-11-19 00:00:00+03:00,Москва
System Support Engineer,,2003-10-21 15:29:14+04:00,Москва
Sales manager,44917.0,2003-11-19 00:00:00+03:00,Москва
Сервисный инженер,,2003-11-19 00:00:00+03:00,Москва
Руководитель группы (департамента) систем информационной безопасности,44608.0,2003-12-05 00:00:00+03:00,Москва
SAP BW Консультант,153071.0,2003-10-21 15:34:08+04:00,Москва
Инженер по телематическому оборудованию,,2003-11-19 00:00:00+03:00,Москва
Менеджер по продажам услуг связи,44917.0,2003-11-19 00:00:00+03:00,Москва
Senior Software Developer,59890.0,2003-11-19 00:00:00+03:00,Москва
Системный архитектор,,2003-11-19 00:00:00+03:00,Москва
Менеджер по продажам телекоммуникационного оборудования,,2003-10-21 18:03:35+04:00,Москва
Менеджер по продажам услуг связи,,2003-10-21 18:06:06+04:00,Москва
Менеджер абонентской службы,,2003-10-21 18:23:47+04:00,Москва
TECHNICAL RECRUITING EXPERT,20961.0,2003-11-19 00:00:00+03:00,Москва
Системный аналитик,36737.0,2003-10-21 18:30:09+04:00,Москва
Веб-разработчик,15307.0,2003-10-22 12:07:15+04:00,Москва
Техник связи,9184.0,2003-10-22 12:56:33+04:00,Москва
Менеджер по интернет-решениям,30614.0,2003-10-22 13:23:53+04:00,Москва
Разработчик интерфейсов (GUI),39798.0,2003-10-22 13:25:31+04:00,Москва
Ведущий разработчик (GUI),39798.0,2003-10-22 13:29:25+04:00,Москва
Системный архитектор,45921.0,2003-10-22 13:32:53+04:00,Москва
Менеджер проектов,67351.0,2003-10-22 13:39:35+04:00,Москва
Руководитель проектов/Консультант в области Data Mining,,2003-10-22 14:12:10+04:00,Москва
Консультант в области IT проектов,,2003-11-18 00:00:00+03:00,Москва
ПРОГРАММИСТ,24491.0,2003-10-22 14:15:24+04:00,Москва
Системный администратор,18368.0,2003-10-22 15:36:22+04:00,Москва
Инженер-проектировщик,61228.0,2003-10-22 16:03:13+04:00,Москва
Системный аналитик,39798.0,2003-10-22 17:15:07+04:00,Москва
Старший разработчик,39798.0,2003-10-22 17:44:03+04:00,Москва
Менеджер по продажам (работа с вендорами и системными интеграторами),,2003-10-22 18:01:57+04:00,Москва
Технический консультант в отдел продаж крупной компании (оптовая торговля компьютерной техникой).,24491.0,2003-10-22 18:41:07+04:00,Москва
Системный администратор (компьютерная компания),,2003-10-22 18:44:55+04:00,Москва
Инженер отдела гарантии (компьютерная фирма),,2003-10-22 18:48:50+04:00,Москва
Специалист по внедрению информационных систем,,2003-11-17 00:00:00+03:00,Москва
Дистрибьютор телефонных карт.,15307.0,2003-10-23 13:47:24+04:00,Москва
Product Certification Manager,,2003-10-23 13:59:03+04:00,Москва
Collection Manager,,2003-10-23 14:11:11+04:00,Москва
СИСТЕМНЫЙ АДМИНСТРАТОР,,2003-10-23 14:11:00+04:00,Москва
Администратор АБС (старший/ведущий специалист) отдела банковских систем,42859.0,2003-10-23 15:07:58+04:00,Москва
"WEB-дизайнер, WEB--художник",12245.0,2003-10-23 15:13:54+04:00,Москва
Сервис-инженер.,10714.0,2003-10-23 16:45:00+04:00,Санкт-Петербург
Менеджер по работе с корпоративными заказчиками.,30614.0,2003-10-23 16:52:52+04:00,Санкт-Петербург
Менеджер проектов.,18368.0,2003-10-23 17:17:28+04:00,Санкт-Петербург
Программист Axapta,59890.0,2003-11-21 00:00:00+03:00,Москва
Начальник отдела продвижения серверов.,27552.0,2003-10-23 17:46:17+04:00,Санкт-Петербург
Инженер по RISC-системам.,16837.0,2003-10-23 17:49:57+04:00,Санкт-Петербург
Сервис-инженер.,9184.0,2003-10-23 17:56:35+04:00,Санкт-Петербург
МЕНЕДЖЕР ПО РАБОТЕ С КОРПОРАТИВНЫМИ ЗАКАЗЧИКАМИ.,,2003-10-23 18:24:24+04:00,Москва
Специалист по продажам,,2003-10-23 22:18:59+04:00,Москва
Программист Axapta,,2003-10-24 10:04:26+04:00,Москва
ДИРЕКТОР IT- ДЕПАРТАМЕНТА,,2003-10-24 11:33:53+04:00,Москва
Специалист в отдел исследований розничной торговли,18368.0,2003-10-24 11:50:21+04:00,Москва
Программист,,2003-12-09 00:00:00+03:00,Москва
Специалист отдела анализа расчетных такс и транзита,,2003-10-24 15:22:08+04:00,Москва
Сотрудник отдела продаж,,2003-11-03 00:00:00+03:00,Москва
МЕНЕДЖЕР ПО МАРКЕТИНГОВЫМ КОММУНИКАЦИЯМ,,2003-10-24 16:48:03+04:00,Москва
Программист 1С,,2003-10-24 16:48:31+04:00,Москва
Региональный менеджер по продажам,36737.0,2003-10-24 17:17:33+04:00,Москва
Менеджер по работе с корпоративными клиентами,61228.0,2003-10-24 17:23:00+04:00,Москва
Специалист по сопровождению клиентов,,2003-10-27 10:36:49+03:00,Москва
Инженер-программист по внедрению и настройке ПО (операционная касса),24491.0,2003-10-27 10:58:24+03:00,Москва
IT Specialist,,2003-11-21 00:00:00+03:00,Москва
Telecommunication officer,,2003-10-27 11:28:38+03:00,Москва
Oracle Support Manager,,2003-10-27 11:32:08+03:00,Москва
Product Manager MMS,,2003-10-27 12:09:44+03:00,Москва
Прикладной программист,18368.0,2003-10-27 12:13:18+03:00,Москва
Инженер технического отдела на должность ведущего специалиста,,2003-10-27 12:26:46+03:00,Москва
Аналитик бизнес-процессов,36737.0,2003-10-27 15:43:09+03:00,Москва
Руководитель проекта (ERP системы),52044.0,2003-10-27 16:28:39+03:00,Екатеринбург
Менеджер по работе с вендорами (производителями),36737.0,2003-10-27 16:36:35+03:00,Москва
Аналитик,,2003-10-27 16:47:15+03:00,Москва
Системный аналитик,30614.0,2003-10-27 16:59:40+03:00,Москва
Аналитик,,2003-10-27 16:47:15+03:00,Москва
Технический писатель,24491.0,2003-10-27 17:03:55+03:00,Москва
Технический писатель,15307.0,2003-10-27 17:14:00+03:00,Москва
"Кey account manager. Код вакансии: ""ТМ-АЛ-Мк""",44917.0,2003-11-12 00:00:00+03:00,Москва
"Менеджер по работе с сетевыми магазинами. Код вакансии: ""ТМ-АЛ-М""",29945.0,2003-11-12 00:00:00+03:00,Москва
"Менеджер по региональным продажам. Код вакансии: ""ТМ-АЛ-р""",20961.0,2003-11-12 00:00:00+03:00,Москва
Программист на Java,,2003-10-27 17:37:09+03:00,Москва
System Administrator,35934.0,2003-11-16 00:00:00+03:00,Москва
"Руководитель отдела IT. Код вакансии: ""Ш-ИТ""",,2003-11-12 00:00:00+03:00,Москва
GUI Developer (with valid or having in the past USA visa),39798.0,2003-10-27 19:02:08+03:00,Москва
Programmer,33675.0,2003-10-27 19:04:11+03:00,Москва
Programmer,41923.0,2003-11-21 00:00:00+03:00,Москва
Специалист по системам измерения эффективности деятельности,61228.0,2003-10-28 11:01:50+03:00,Москва
Руководитель управления организационного развития и методологии бизнес-процессов,70412.0,2003-10-28 11:16:55+03:00,Москва
ПРОДУКТ-МЕНЕДЖЕР ПО КСБ.,15307.0,2003-10-28 13:34:25+03:00,Санкт-Петербург
СБОРЩИКИ КОМПЬЮТЕРОВ.,,2003-10-28 13:49:12+03:00,Санкт-Петербург
Инженер по тестированию.,7653.0,2003-10-28 14:02:23+03:00,Санкт-Петербург
Ведущий специалист отдела систем технологического управления,,2003-10-28 14:25:26+03:00,Москва
PRE-SALE MANAGER (КОНСУЛЬТАНТ ПО ПРОДАЖАМ),45921.0,2003-10-28 15:17:01+03:00,Москва
Менеджер по работе с корпоративными клиентами,,2003-10-28 15:23:48+03:00,Москва
Менеджер проекта,,2003-10-28 16:00:13+03:00,Москва
Дизайнер,29738.0,2003-12-25 00:00:00+03:00,Москва
"Менеджер продукта/Product Manager ""Mobile Internet Services""",,2003-10-28 16:04:37+03:00,Москва
"Инженер по поддержке продаж/Technical pre-sale по серверам SUN, IBM",44917.0,2003-11-24 00:00:00+03:00,Москва
Руководитель проектов,122456.0,2003-10-28 17:06:19+03:00,Москва
Business Development Manager (Management Consultant),,2003-10-28 18:49:04+03:00,Москва
Руководитель проектов,,2003-10-28 19:36:33+03:00,Москва
Программист OEBS,,2003-12-04 00:00:00+03:00,Москва
Программист 1С,,2003-12-04 00:00:00+03:00,Москва
Администратор web-сервера,,2003-12-04 00:00:00+03:00,Москва
"Программист. Код вакансии: ""Ж-Ц-Пр""",,2003-11-12 00:00:00+03:00,Москва
"Начальник ИТ отдела. Код вакансии: ""Ж-НачИТ""",,2003-11-12 00:00:00+03:00,Москва
Group brand manager,104807.0,2003-11-24 00:00:00+03:00,Москва
Программист-аналитик,,2003-10-29 10:39:38+03:00,Москва
Руководитель отдела продаж,,2003-10-29 11:00:42+03:00,Москва
Программист по администрированию  сайтов,18368.0,2003-10-29 11:01:44+03:00,Москва
Оператор службы технической поддержки iRU (производство ноутбуков),,2003-10-29 11:09:54+03:00,Москва
Директор по ИТ (CIO),179670.0,2003-11-24 00:00:00+03:00,Иркутск
Прграммист Platinum,36737.0,2003-10-29 12:35:44+03:00,Москва
Инженер группы техподдержки,20817.0,2003-12-05 00:00:00+03:00,Москва
Менеджер по продажам IT -услуг,44608.0,2003-12-05 00:00:00+03:00,Москва
Системный администратор,,2003-11-26 00:00:00+03:00,Москва
System Administrator,52044.0,2003-10-29 18:51:16+03:00,Москва
Менеджер-консультант по работе с клиентами.,30614.0,2003-10-29 19:04:17+03:00,Москва
Директор по ИТ (CIO),,2003-11-24 00:00:00+03:00,Иркутск
Websphere Sales Manager,122456.0,2003-10-29 21:31:34+03:00,Москва
Приемщик в Сервис-центр,12245.0,2003-10-30 10:25:13+03:00,Москва
Начальник (технолог) производства,45921.0,2003-10-30 11:23:59+03:00,Москва
Менеджер по работе с вендорами,52044.0,2003-10-30 12:23:37+03:00,Москва
Key Account Manager,91842.0,2003-10-30 12:33:14+03:00,Москва
Management Consultant (BDM),209615.0,2003-11-28 00:00:00+03:00,Москва
Аналитик-программист,30614.0,2003-10-30 13:10:30+03:00,Москва
Эксперт по подбору технического персонала,20817.0,2003-12-16 00:00:00+03:00,Москва
Специалист по внедрению банковского ПО,17967.0,2003-11-03 11:35:49+03:00,Москва
Менеджер проектов внедрения ПО,35934.0,2003-11-03 11:59:15+03:00,Москва
М,,2003-11-03 13:28:55+03:00,Москва
Тестировщик ПО,11978.0,2003-11-03 13:32:08+03:00,Москва
Менеджер проектов.,17967.0,2003-11-03 13:41:53+03:00,Санкт-Петербург
Сервис-инженер.,10480.0,2003-11-03 13:52:13+03:00,Санкт-Петербург
Менеджер по работе с корпоративными заказчиками.,29945.0,2003-11-03 13:53:29+03:00,Санкт-Петербург
Начальник отдела продвижения серверов.,26950.0,2003-11-03 14:00:21+03:00,Санкт-Петербург
Инженер по RISC-системам.,16469.0,2003-11-03 14:02:19+03:00,Санкт-Петербург
ПРОДУКТ-МЕНЕДЖЕР ПО КСБ.,14972.0,2003-11-03 14:09:13+03:00,Санкт-Петербург
Консультант-внедренец (система учета ФХД предприятия),,2003-11-03 14:20:24+03:00,Москва
Консультант-внедренец (ERP-система),29945.0,2003-11-03 14:24:26+03:00,Москва
Программист С++,20961.0,2003-11-03 14:27:36+03:00,Москва
МЕНЕДЖЕР ПО РАБОТЕ С КОРПОРАТИВНЫМИ ЗАКАЗЧИКАМИ.,,2003-11-03 14:28:29+03:00,Москва
Менеджер по продвижению продукции,,2003-12-01 00:00:00+03:00,Санкт-Петербург
Системный аналитик,35934.0,2003-11-03 14:31:12+03:00,Москва
Менеджер по продажам заказных разработок ПО,59890.0,2003-11-03 14:35:55+03:00,Москва
Главный конструктор,38928.0,2003-11-03 14:38:08+03:00,Москва
Системный администратор,,2003-11-03 15:00:24+03:00,Санкт-Петербург
Руководитель IT отдела филиала в г. Екатеринбург,,2003-11-03 15:11:24+03:00,Екатеринбург
Эксперт группы развития ГИС,,2003-11-03 15:17:46+03:00,Москва
Сервис-менеджер,,2003-11-03 15:19:02+03:00,Москва
Web редактор,,2003-11-03 15:21:28+03:00,Москва
Менеджер по продвижению программных продуктов,29945.0,2003-11-28 00:00:00+03:00,Москва
Менеджер по работе с клиентами,20961.0,2003-11-28 00:00:00+03:00,Москва
Технический специалист в области сетевых технологий,26950.0,2003-11-28 00:00:00+03:00,Москва
Технический писатель,11978.0,2003-11-03 15:58:37+03:00,Москва
Программист-аналитик,,2003-11-03 17:46:22+03:00,Москва
МЕНЕДЖЕР ПРОЕКТОВ ОТДЕЛА ЗАКАЗНЫХ  РАЗРАБОТОК,59477.0,2003-12-08 00:00:00+03:00,Москва
Руководитель проектов,20961.0,2003-11-03 20:00:21+03:00,Москва
Системный администратор,,2003-11-03 20:52:55+03:00,Москва
Директор по IT  по оптово-розничной торговле высокотехнологичной продукцией,53901.0,2003-11-04 09:46:33+03:00,Москва
Инженер по технической поддержке системных платформ (г.Екатеринбург),20961.0,2003-11-04 09:50:30+03:00,Екатеринбург
Инженер по технической поддержке системных платформ (г.Москва),29945.0,2003-11-04 09:58:10+03:00,Москва
Sales Manager (Western company providing IT solutions),,2003-11-04 10:00:42+03:00,Москва
Product Manager,,2003-11-04 11:08:27+03:00,Москва
Специалист по маркетингу дополнительных услуг и проектов,,2003-11-04 11:55:08+03:00,Москва
Консультант в отдел Pre-Sales (в области производственных процессов  и процессов сбыта),,2003-12-01 00:00:00+03:00,Москва
Консультант по  информационно-аналитическим системам на базе Oracle E-Business Suite (Департамент бизнес-решений Oracle),,2003-12-01 00:00:00+03:00,Москва
Консультант по Oracle – ERP (Департамент бизнес-решений Oracle),,2003-12-01 00:00:00+03:00,Москва
"Руководитель проекта ""AXAPTA"" (Департамент бизнес-решений MBS-Axapta)",,2003-12-01 00:00:00+03:00,Москва
"Консультанты на ведущие позиции по внедрению ""AXAPTA"" (модуль Финансы) (Департамент бизнес-решений MBS-Axapta)",,2003-12-01 00:00:00+03:00,Москва
Менеджер в отдел маркетинга / Product manager CDMA 450,,2003-11-04 14:33:21+03:00,Москва
Менеджер по закупкам,,2003-12-02 00:00:00+03:00,Москва
МЕНЕДЖЕР ПО РАБОТЕ С КЛЮЧЕВЫМИ КОРПОРАТИВНЫМИ КЛИЕНТАМИ.,44917.0,2003-11-04 15:12:38+03:00,Москва
МЕНЕДЖЕР ПО РАЗВИТИЮ РЕГИОНАЛЬНЫХ ПРОДАЖ.,59890.0,2003-11-04 15:15:19+03:00,Москва
КОНСУЛЬТАНТ - ПРОДАВЕЦ,17967.0,2003-11-04 15:21:21+03:00,Москва
Менеджер по работе с вендорами серверного оборудования,44608.0,2003-12-01 00:00:00+03:00,Москва
МЕНЕДЖЕР ПО ЦЕНООБРАЗОВАНИЮ.,20961.0,2003-11-04 16:07:22+03:00,Москва
РУКОВОДИТЕЛЬ ГРУППЫ ПРОДАЖ – РЕГИОНАЛЬНЫЙ МЕНЕДЖЕР.,44917.0,2003-11-04 16:09:05+03:00,Москва
МЕНЕДЖЕР ПО ПРОДАЖАМ КОМПЬЮТЕРНОЙ И ОФИСНОЙ ТЕХНИКИ.,29945.0,2003-11-04 16:11:20+03:00,Москва
АССИСТЕНТ МЕНЕДЖЕРА ПО ПРОДАЖАМ.,14972.0,2003-11-04 16:15:19+03:00,Москва
"Программист по разработке модификаций  ""AXAPTA"" (Департамент бизнес-решений MBS-Axapta)",,2003-12-01 00:00:00+03:00,Москва
Руководитель проекта SAP R/3 (Департамент бизнес-решений SAP),,2003-12-01 00:00:00+03:00,Москва
Администратор БД,11978.0,2003-11-18 00:00:00+03:00,Москва
Консультанты по внедрению SAP R/3 модуль HR (Департамент бизнес-решений SAP),,2003-12-01 00:00:00+03:00,Москва
"Консультанты по внедрению SAP R/3 (модуль FI, FM, TR) (Департамент бизнес-решений SAP)",,2003-12-01 00:00:00+03:00,Москва
Заместитель директора по IT,,2003-11-04 17:02:32+03:00,Москва
Системный администратор,44608.0,2003-12-03 00:00:00+03:00,Москва
Эксперт (отдел технического обслуживания),,2003-11-04 18:57:07+03:00,Москва
IT MANAGER  for Motorola St. Petersburg Software Development Center,,2003-12-03 00:00:00+03:00,Санкт-Петербург
Специалист отдела эксплуатации и технического обслуживания Управления информационной техники и связи,,2003-11-04 21:32:06+03:00,Москва
Programmer / Application Support,,2003-11-09 00:00:00+03:00,Москва
IT директор,,2003-12-29 00:00:00+03:00,Москва
Руководитель группы разработчиков/Team Leader (J2EE),74862.0,2003-11-05 13:17:07+03:00,Москва
J2EE Developer,44917.0,2003-11-05 13:44:30+03:00,Москва
Java/J2EE Программист,44608.0,2003-12-24 00:00:00+03:00,Москва
Инженер-программист по внедрению систем материального учёта предприятий,23956.0,2003-11-05 14:06:09+03:00,Москва
